"paragraf","hovedomrode","aktivitet","hovedkonto","aar","udgift"
"Forsvarsministeriet ","Militært forsvar ","Værnsfælles Forsvarskommando ","Forsvarsakademiet ","2014",348.8
"Forsvarsministeriet ","Militært forsvar ","Værnsfælles Forsvarskommando ","Forsvarets Sundhedstjeneste ","2014",133.5
"Forsvarsministeriet ","Militært forsvar ","Hjemmeværnet ","Hjemmeværnet ","2014",474.6
"Forsvarsministeriet ","Militært forsvar ","Forsvarets Efterretningstjeneste ","Forsvarets Efterretningstjeneste ","2014",673.9
"Forsvarsministeriet ","Militært forsvar ","Særlige udgifter vedr. NATO ","Bidrag til NATOs militære driftsbudgetter mv. ","2014",245.3
"Forsvarsministeriet ","Militært forsvar ","Særlige udgifter vedr. NATO ","Bidrag til NATO-investeringsprogram ","2014",68
"Forsvarsministeriet ","Militært forsvar ","Særlige udgifter vedr. NATO ","NATO-investeringsprogram ","2014",0
"Forsvarsministeriet ","Militært forsvar ","Særlige udgifter vedr. NATO ","Nationalt NATO-investeringsprogram ","2014",1.3
"Forsvarsministeriet ","Redningsberedskab ","Redningsberedskab ","Redningsberedskabet ","2014",490.4
"Forsvarsministeriet ","Redningsberedskab ","Redningsberedskab ","Beredskabsforbundet ","2014",14.1
"Forsvarsministeriet ","Redningsberedskab ","Redningsberedskab ","Reserver og budgetregulering ","2014",0
"Udlændinge-, Integrations-, og Boligmin. ","Fællesudgifter ","Centralstyrelsen ","Departementet ","2014",166.8
"Udlændinge-, Integrations-, og Boligmin. ","Fællesudgifter ","Centralstyrelsen ","Evaluering, analyse af integration ","2014",7.8
"Udlændinge-, Integrations-, og Boligmin. ","Fællesudgifter ","Centralstyrelsen ","Reserver vedrørende kommunale serviceudgifter ","2014",0
"Udlændinge-, Integrations-, og Boligmin. ","Fællesudgifter ","Centralstyrelsen ","Reserver kommunale indkomstoverførsler ","2014",0
"Udlændinge-, Integrations-, og Boligmin. ","Fællesudgifter ","Centralstyrelsen ","Reserver og budgetregulering ","2014",0
"Udlændinge-, Integrations-, og Boligmin. ","Fællesudgifter ","Øvrige fællesudgifter ","Sekretariatbistand til udlændingenævnene ","2014",38.6
"Udlændinge-, Integrations-, og Boligmin. ","Fællesudgifter ","Øvrige fællesudgifter ","Flygtningenævnet ","2014",50
"Udlændinge-, Integrations-, og Boligmin. ","Fællesudgifter ","Øvrige fællesudgifter ","Udlændingenævnet ","2014",12.4
"Udlændinge-, Integrations-, og Boligmin. ","Fællesudgifter ","Øvrige fællesudgifter ","It-understøttelse af udlændingesagskæden ","2014",71.9
"Udlændinge-, Integrations-, og Boligmin. ","Fællesudgifter ","Øvrige fællesudgifter ","Det fælles europæiske visuminformationssystem ","2014",9.1
"Udlændinge-, Integrations-, og Boligmin. ","International Rekruttering og Integration ","Fællesudgifter ","Styrelsen for International Rekruttering mv. ","2014",28.8
"Udlændinge-, Integrations-, og Boligmin. ","International Rekruttering og Integration ","Fællesudgifter ","Udvikling af prøver i dansk mv. ","2014",6.1
"Udlændinge-, Integrations-, og Boligmin. ","Udlændinge ","Fællesudgifter ","Udlændingestyrelsen ","2014",256.4
"Udlændinge-, Integrations-, og Boligmin. ","Udlændinge ","Fællesudgifter ","Tilskud og samarbejdspartnere ","2014",23.2
"Udlændinge-, Integrations-, og Boligmin. ","Udlændinge ","Fællesudgifter ","Bidrag til int. org. samt transp. til DK ","2014",8.5
"Udlændinge-, Integrations-, og Boligmin. ","Udlændinge ","Fællesudgifter ","Politiets reg. og uds. af asylansøgere mv. ","2014",29.7
"Udlændinge-, Integrations-, og Boligmin. ","Udlændinge ","Fællesudgifter ","Reserve vedr. flygtninge og indvandrere ","2014",0
"Udlændinge-, Integrations-, og Boligmin. ","Udlændinge ","Indkv. og underhold af asylansøgere mv ","Drift og tilpasning af indkvarteringssystemet ","2014",574.9
"Udlændinge-, Integrations-, og Boligmin. ","Udlændinge ","Indkv. og underhold af asylansøgere mv ","Indkvartering og underhold af asylansøgere ","2014",724.8
"Udlændinge-, Integrations-, og Boligmin. ","Udlændinge ","Indkv. og underhold af asylansøgere mv ","Udflytning fra asylcentre ","2014",104.4
"Udlændinge-, Integrations-, og Boligmin. ","Udlændinge ","Indkv. og underhold af asylansøgere mv ","Støtteordning for asylansøgere ","2014",6.4
"Udlændinge-, Integrations-, og Boligmin. ","Udlændinge ","Indkv. og underhold af asylansøgere mv ","Kontante ydelser mv. til asylansøgere m.fl. ","2014",202.2
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Ydelsesstøtte til almene boliger ","2014",643.2
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Ungdomsboligbidrag til almene boliger ","2014",160.8
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Tilskud til indretning af servicearealer ","2014",20.4
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Administrationsgebyr vedr. almene boliger ","2014",-12.8
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Finansiering af alment nybyggeri ","2014",-133
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Genudlån til Landsbyggefonden ","2014",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Statslån til Landsbyggefonden ","2014",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Adm.udgifter til støttet byggeri mv. ","2014",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Støtte til fremme af udv. af almene boliger ","2014",9.6
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Tab på garantier for flygtninges fraflytn ","2014",4.2
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Støtte til beboerindskud ","2014",12.3
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Grundkapital ","2014",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Boligsocialt Udviklingscenter ","2014",5.7
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Støtte til boligsocial indsats ","2014",21.2
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Støtte til startboliger til unge ","2014",44
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Lige muligheder ","2014",-0.4
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Støtte til boliger til unge ","2014",0.3
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Indsats i ghettoområder ","2014",10.8
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Indsats i udsatte boligområder ","2014",22.9
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Forsøg i det almene boligbyggeri ","2014",11
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Energibesparelser i den almene boligsektor ","2014",1
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Lån og garantier til almene boliger mv. ","2014",-62.6
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Alment boligbyggeri ","Afskrivninger på lån til almene boliger mv. ","2014",1.8
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Privat boligbyggeri ","Støtte til andelsboliger ","2014",-0.1
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Privat boligbyggeri ","Administrationsgebyr vedrørende friplejebolig ","2014",-1
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Privat boligbyggeri ","Støtte til friplejeboliger ","2014",21.5
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Privat boligbyggeri ","Tilskud til indretning af servicearealer ","2014",3.8
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Privat boligbyggeri ","Støtte til beboerindskud i friplejeboliger ","2014",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Privat boligbyggeri ","Energibesparelser i den private boligsektor ","2014",0.8
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Privat boligbyggeri ","Lån og garantier til private boliger mv. ","2014",-2.8
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Privat boligbyggeri ","Afskrivninger på lån til private boliger mv. ","2014",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Byfornyelse ","Byfornyelse ","2014",275.3
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Byfornyelse ","Saneringslån og saneringstilskud ","2014",-1.5
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Byfornyelse ","Oplysning og vejledning vedrørende byforn. ","2014",5.5
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Byfornyelse ","Udredning og forsøg vedrørende byfornyelse ","2014",5.5
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Byfornyelse ","Lån og garantier vedrørende byfornyelse mv. ","2014",3.8
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Byfornyelse ","Afskrivninger på lån vedr. byfornyelse mv. ","2014",13.8
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelser vedrørende alment boligbyggeri ","Hensættelse vedrørende ydelsesstøtte ","2014",-946.7
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelser vedrørende alment boligbyggeri ","Hensættelse vedrørende ungdomsboligbidrag ","2014",-207.7
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelser vedrørende alment boligbyggeri ","Hensættelse vedr. tilskud til ældreboliger ","2014",0.7
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelser vedrørende alment boligbyggeri ","Hensættelse vedr. finansiering af alm. nybyg. ","2014",54.3
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelser vedrørende alment boligbyggeri ","Hensættelse vedrørende rente- og afdragsbidr. ","2014",224
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelser vedrørende alment boligbyggeri ","Hens. vedr. driftsstøtte mv. til alm boliger ","2014",192
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelser vedrørende alment boligbyggeri ","Hensættelse vedr rente- og afdragsbidrag ","2014",23
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelser vedrørende alment boligbyggeri ","Hensættelse vedr. forsøg i det alm. boligbyg. ","2014",0
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelse vedrørende privat boligbyggeri ","Hensættelse vedr. støtte til andelsboliger ","2014",-77
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelse vedrørende privat boligbyggeri ","Hensættelse vedr. støtte til friplejeboliger ","2014",-38.9
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelse vedrørende privat boligbyggeri ","Hensættelse vedr. friplejebolig ","2014",-3.4
"Udlændinge-, Integrations-, og Boligmin. ","Støtte til boligbyggeri, byfornyelse og bolig ","Hensættelse vedrørende privat boligbyggeri ","Hensættelse vedr. rentebidrag til andelsbolig ","2014",20
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedrørende byer ","Forebyggelse af krim. i udsatte boligområder ","2014",4.3
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedrørende byer ","Etablering af kvarterløft mod flygt. og ind. ","2014",-0.1
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedrørende byer ","Indsats vedrørende socialt belastede områder ","2014",-1.9
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedrørende byer ","Bypolitiske initiativer ","2014",-0.2
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedrørende byer ","Etablering af lok. integrationspartnerskaber ","2014",-1.1
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedr. integration mv. ","Nydanske kvinders vej til beskæftigelse ","2014",-1.4
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedr. integration mv. ","Opsøgende indsats over for selvforsørgende ","2014",7.7
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedr. integration mv. ","Et mangfoldigt arbejdsmarked ","2014",-4.1
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedr. integration mv. ","Virksomhedsrettede forsøg- og udvikling ","2014",-0.2
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedr. integration mv. ","Nedbrydning af barrierer for beskæftigelse ","2014",-0.8
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedr. integration mv. ","Efteruddannelse ","2014",3.1
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Indsatser vedr. integration mv. ","Arbejdsmarkedsdansk ","2014",0.3
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Initiativer vedr. international rekruttering ","Projekter for udenlandsk arbejdskraft ","2014",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Initiativer vedr. international rekruttering ","Familiepakker - integrationstilbud ","2014",1.2
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Initiativer vedr. international rekruttering ","Støtte og rådgivning for au-pairs ","2014",1.1
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Tilskud vedrørende indvandrere og flygtninge ","2014",21.7
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Kvinder og familier med etnisk minoritetsbagg ","2014",0.8
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Formidling af viden ","2014",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Opkvalificering af kommuner mv. ","2014",-0.3
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Styrkelse af sammenhængskraften mv. ","2014",1.4
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Frivillige integrationsarbejde ","2014",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Styrket informationsindsats ft. repat. ","2014",-1.4
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Styrket indsats til unge, der flygter mv. ","2014",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Forebyggelse af radikalisering ","2014",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Støtte til private organisationer mv. ","2014",0
"Udlændinge-, Integrations-, og Boligmin. ","Initiativer vedrørende integration mv. ","Øvrige integrationsinitiativer mv. ","Driftsstøtte til brugerorganisationer mv. ","2014",13.4
"Udlændinge-, Integrations-, og Boligmin. ","Ydelser og refusioner vedrørende indvandrere ","Introduktionsprogram og danskuddannnelse mv. ","Kontanthjælp og integrationsydelse ","2014",532.6
