"NAVN","PARTI","STORKREDS","FACEBOOKSIDE","fbname","likes","talking.about","date"
"Tina Franson Spile","Det Konservative Folkeparti","Sydjyllands Storkreds","https://www.facebook.com/TinaFransonSpileC","Tina Franson Spile - Det Konservative Folkeparti",90,29,"14-06-2015"
"Tina Kjær","Alternativet","Østjyllands Storkreds","https://www.facebook.com/tinakjaeralternativet","Tina Kj�r",570,13761,"14-06-2015"
"Tina Nedergaard","Venstre","Københavns Omegns Storkreds","https://www.facebook.com/pages/Tina-Nedergaard/782955565102811","Tina Nedergaard",1251,284,"14-06-2015"
"Tobias Clausen","Enhedslisten","Københavns Omegns Storkreds","https://www.facebook.com/tobiasclausen123","Tobias Clausen",2494,2624,"14-06-2015"
"Tom Block Larsen","Socialdemokratiet","Sjællands Storkreds","https://www.facebook.com/tom.block.larsen","Tom Block Larsen",669,254,"14-06-2015"
"Tommy Højegaard","Liberal Alliance","Nordsjællands Storkreds","https://www.facebook.com/TommyHoje","Tommy H�jegaard - Liberal Alliance",228,33,"14-06-2015"
"Tonny Vest","Liberal Alliance","Fyns Storkreds","https://www.facebook.com/pages/Tonny-Vest-i-Folketinget/271816223018041","Tonny Vest i Folketinget for Liberal Alliance",259,72,"14-06-2015"
"Torben Anton Hansen","Enhedslisten","Vestjyllands Storkreds","https://www.facebook.com/pages/Torben-A-Hansen/1473028389650436","Torben A. Hansen",139,19,"14-06-2015"
"Torben Overgaard","Det Konservative Folkeparti","Nordjyllands Storkreds","https://www.facebook.com/torbenovergaardlistec","Torben Overgaard",546,187,"14-06-2015"
"Torsten Gejl","Alternativet","Nordjyllands Storkreds","https://www.facebook.com/torsten.gejl","Torsten Gejl",1508,685,"14-06-2015"
"Torsten Schack Pedersen","Venstre","Nordjyllands Storkreds","https://www.facebook.com/tschackpedersen","Torsten Schack Pedersen",3408,900,"14-06-2015"
"Tove Videbæk","Det Konservative Folkeparti","Vestjyllands Storkreds","https://www.facebook.com/tovevidebaek","Tove Videb�k - i Folketinget",331,81,"14-06-2015"
"Trine Bramsen","Socialdemokratiet","Fyns Storkreds","https://www.facebook.com/TrineBramsen","Trine Bramsen",6456,1208,"14-06-2015"
"Trine Schøning Torp","Socialistisk Folkeparti","Nordsjællands Storkreds","https://www.facebook.com/sftrine","Trine Torp",667,288,"14-06-2015"
"Troels Lund Poulsen","Venstre","Østjyllands Storkreds","http://www.facebook.com/TroelsLundPoulsen","Troels Lund Poulsen",3387,763,"14-06-2015"
"Troels Ravn","Socialdemokratiet","Sydjyllands Storkreds","http://www.facebook.com/Troels.Ravn.A","Troels Ravn",1637,696,"14-06-2015"
"Uffe Elbæk","Alternativet","Københavns Storkreds","https://www.facebook.com/pages/Uffe-Elb%C3%A6k/235501083187697","Uffe Elb�k",16162,4067,"14-06-2015"
"Ulla Birk Johansen","Socialistisk Folkeparti","Sjællands storkreds","https://www.facebook.com/Sfullabirk","Folketingskandidat Ulla Birk Johansen",435,146,"14-06-2015"
"Ulla Sandbæk","Alternativet","Københavns omegns Storkreds","https://www.facebook.com/pages/Ulla-Sandb%C3%A6k-Alternativet-KBH-Omegn/328966680624614","Ulla Sandb�k - Alternativet",427,97,"14-06-2015"
"Ulla Sørensen","Alternativet","Nordjyllands Storkreds","https://www.facebook.com/Ulla.Berndt.Soerensen","Ulla Berndt S�rensen",113,47,"14-06-2015"
"Uzma A. Andresen","Alternativet","Københavns Storkreds","https://www.facebook.com/uzmaahmedalternativet","Uzma Ahmed",1755,580,"14-06-2015"
"Vibeke Genefke","Alternativet","Østjyllands Storkreds","https://www.facebook.com/vibeke.genefke","Vibeke Genefke - Alternativet �stjylland",441,171,"14-06-2015"
"Vibeke Hellmann","Liberal Alliance","Sjællands Storkreds","https://www.facebook.com/pages/Vibeke-Hellmann-i-Folketinget-for-Liberal-Alliance/105492282867515","Vibeke Hellmann i Folketinget for Liberal Alliance",311,122,"14-06-2015"
"Vibeke Nørly","Venstre","Sjællands Storkreds","https://www.facebook.com/VibekeNorlyVenstre","Vibeke N�rly",330,157,"14-06-2015"
"Vibeke Syppli Enrum","Enhedslisten","Fyns Storkreds","https://www.facebook.com/pages/Vibeke-Syppli-Enrum-Kandidat-for-Enhedslisten/137714939618757","Vibeke Syppli Enrum - Kandidat for Enhedslisten",374,260,"14-06-2015"
"Victoria Ninosca Risbjerg Velasquez","Enhedslisten","Københavns Storkreds","https://www.facebook.com/victoriarisbjerg","Victoria Ninosca Risbjerg Velasquez",860,253,"14-06-2015"
"Villum Christensen","Liberal Alliance","Sjællands Storkreds","https://www.facebook.com/villum.christensen","Villum Christensen",3596,527,"14-06-2015"
"Yahya Hassan","Nationalpartiet","Østjyllands Storkreds","https://www.facebook.com/pages/Yahya-Hassan/344462079023258","Yahya Hassan",40262,6810,"14-06-2015"
"Yildiz Akdogan","Socialdemokratiet","Københavns Storkreds","https://www.facebook.com/pages/Yildiz-Akdogan/181106225260438","Yildiz Akdogan",8410,2473,"14-06-2015"
"Zenia Stampe","Radikale Venstre","Sjællands Storkreds","https://www.facebook.com/zeniastampe","Zenia Stampe",39133,114102,"14-06-2015"
"Ömer Ciftci","Venstre","Københavns Omegns Storkreds","https://www.facebook.com/OmerCiftciVenstre","�mer Ciftci",269,53,"14-06-2015"
"Özkan Ekiz","Radikale Venstre","Københavns Omegns Storkreds","https://www.facebook.com/ekizozkan","�zkan Ekiz",850,336,"14-06-2015"
"Özlem Sara Cekic","Socialistisk Folkeparti","Københavns storkreds","http://www.facebook.com/pages/%C3%96zlem-Cekic/47520761764","�zlem Cekic",41383,43082,"14-06-2015"
"Aamer Ahmad","Nationalpartiet","Sjællands Storkreds","https://www.facebook.com/aamer.ahmad","Aamer Ahmad",727,157,"15-06-2015"
"Abir Al-kalemji","Radikale Venstre","Fyns Storkreds","https://www.facebook.com/pages/Abir-Al-kalemji/527684960623598","Abir Al-kalemji",466,194,"15-06-2015"
"Aleks Jensen","Nationalpartiet","Nordsjællands Storkreds","https://www.facebook.com/pages/Aleks-Jensen/648662665278105","Aleks Jensen",221,26,"15-06-2015"
"Anahita Malakians","Venstre","Københavns Storkreds","https://www.facebook.com/anahitapolitik","Anahita Malakians",338,156,"15-06-2015"
"Anders Broholm","Venstre","Nordjyllands Storkreds","https://www.facebook.com/stembroholm","Anders Broholm",1848,905,"15-06-2015"
"Anders Buhl Christensen","Venstre","Østjyllands Storkreds","https://www.facebook.com/AndersBuhlVenstre","Anders Buhl-Christensen",611,277,"15-06-2015"
"Anders Houdam Andreasen","Socialdemokratiet","Vestjyllands Storkreds","https://www.facebook.com/Anders.Andreasen.S","Anders Andreasen",53,19,"15-06-2015"
"Anders Johansson","Det Konservative Folkeparti","Fyns Storkreds","https://www.facebook.com/andersretzjohansson","Anders Johansson",1536,398,"15-06-2015"
"Anders Kirkeby","Liberal Alliance","Fyns storkreds","https://www.facebook.com/AndersKirkebyFV15","Anders Kirkeby i Folketinget",379,135,"15-06-2015"
"Anders Samuelsen","Liberal Alliance","Nordsjællands Storkreds","http://www.facebook.com/AndersSamuelsenLA","Anders Samuelsen",58664,42990,"15-06-2015"
"Anders Stenumgaard Lind","Alternativet","Østjyllands Storkreds","https://www.facebook.com/pages/Anders-Stenumgaard-Lind/401098386718111","Anders Stenumgaard Lind",44,1,"15-06-2015"
"Anders Udengaard","Socialistisk Folkeparti","Vestjyllands storkreds","https://www.facebook.com/udengaard","Anders Udengaard",115,67,"15-06-2015"
"Andreas Albertsen","Socialistisk Folkeparti","Vestjyllands storkreds","https://www.facebook.com/andreas.albertsen","Andreas Albertsen",2665,460,"15-06-2015"
"Andreas Hastrup","Liberal Alliance","Sjællands Storkreds","https://www.facebook.com/pages/Andreas-Hastrup-Liberal-Alliance/547569822031033","Andreas Hastrup     Liberal Alliance",1307,365,"15-06-2015"
"Andreas Pourkamali","Radikale Venstre","Københavns Omegns Storkreds","https://www.facebook.com/andreas.pourkamali","Andreas Pourkamali",1014,594,"15-06-2015"
"Andreas Steenberg","Radikale Venstre","Vestjyllands Storkreds","https://www.facebook.com/andreas.steenberg.1","Andreas Steenberg",2134,592,"15-06-2015"
"Ane Halsboe-Jørgensen","Socialdemokratiet","Nordjyllands Storkreds","https://www.facebook.com/stemhalsboe","Ane Halsboe-J�rgensen",3481,1474,"15-06-2015"
"Anette Skafte","Dansk Folkeparti","Københavns Omegns Storkreds","https://www.facebook.com/pages/DF-Anette-Skafte/776586579040173","DF Anette Skafte",250,17,"15-06-2015"
"Anna Hede Christensen","Dansk Folkeparti","Københavns Omegns Storkreds","https://www.facebook.com/AnnahedeDF","Anna Hede Christensen - Dansk Folkeparti",507,152,"15-06-2015"
"Anna Møbjerg","Nationalpartiet","Sydjyllands Storkreds","https://www.facebook.com/annamobjerg","Anna M�bjerg",242,64,"15-06-2015"
"Anne Hegelund","Enhedslisten","Østjyllands Storkreds","https://www.facebook.com/annehegelund.dk","Anne Hegelund",798,392,"15-06-2015"
"Anne Marie Geisler Andersen","Radikale Venstre","Nordsjællands Storkreds","https://www.facebook.com/anne.marie.geisler.andersen.politiker","Anne Marie Geisler Andersen",813,93,"15-06-2015"
"Anne Paulin","Socialdemokratiet","Vestjyllands Storkreds","https://www.facebook.com/AnnePaulin2","Anne Paulin",1932,1051,"15-06-2015"
"Anne Thomas","Alternativet","Bornholms Storkreds","https://www.facebook.com/AnnesPolitiskeGarage","Annes Politiske Garage",227,30,"15-06-2015"
"Annette Bolvig","Liberal Alliance","Østjyllands Storkreds","https://www.facebook.com/kv13.annettebolvig","Annette Bolvig i folketinget",222,28,"15-06-2015"
"Annette Vilhelmsen","Socialistisk Folkeparti","Fyns storkreds","https://www.facebook.com/annettevilhelmsen","Annette Vilhelmsen",7147,387,"15-06-2015"
"Arly Eskildsen","Socialistisk Folkeparti","Københavns Omegn","https://www.facebook.com/ArlyEskildsenSF","Arly Eskildsen",490,131,"15-06-2015"
"Arne Lindberg Callesen","Enhedslisten","Sydjyllands Storkreds","https://www.facebook.com/pages/Arne-Lindberg-Callesen/617789344946501","Arne Lindberg Callesen",44,1,"15-06-2015"
"Asif Ahmad","Nationalpartiet","Københavns Omegns Storkreds","https://www.facebook.com/pages/Asif-Ahmad/287062144826078","Asif Ahmad",531,94,"15-06-2015"
"Astrid Krag","Socialdemokratiet","Sjællands Storkreds","https://www.facebook.com/astrid.krag","Astrid Krag",21537,4925,"15-06-2015"
"August Vigen Smolarz","Socialistisk Folkeparti","Vestjyllands storkreds","https://www.facebook.com/augustvigensmolarz","August Vigen Smolarz",441,242,"15-06-2015"
"Balder Mørk Andersen","Socialistisk Folkeparti","Københavns storkreds","https://www.facebook.com/stembalder","Balder M�rk Andersen",387,95,"15-06-2015"
"BENEDIKTE ASK SKOTTE","Venstre","Sjællands Storkreds","https://www.facebook.com/pages/Benedikte-Ask-Skotte/536682579767128","Benedikte Ask Skotte",778,211,"15-06-2015"
"Benny Dall","Enhedslisten","Sydjyllands Storkreds","https://www.facebook.com/Koldingpolitik","Benny Dall",1013,3,"15-06-2015"
"Benny Engelbrecht","Socialdemokratiet","Sydjyllands Storkreds","https://www.facebook.com/BennyEngelbrecht","Benny Engelbrecht",7787,2099,"15-06-2015"
"Bertel Haarder","Venstre","Sjællands Storkreds","https://www.facebook.com/BertelHaarder","Bertel Haarder",8742,3506,"15-06-2015"
"Bina Seff","Alternativet","Nordsjællands Storkreds","https://www.facebook.com/binaalt","Bina Seff - Alternativet",433,71,"15-06-2015"
"Birgitte Kjøller Pedersen","Socialistisk Folkeparti","Bornholm","https://www.facebook.com/pages/Birgitte-Kj%C3%B8ller-Pedersen/123520157707593","Birgitte Kj�ller Pedersen",168,15,"15-06-2015"
"Birgitte Nymann","Liberal Alliance","Østjyllands Storkreds","https://www.facebook.com/BirgitteNymannLA","Birgitte Nymann - Liberal Alliance",96,51,"15-06-2015"
"Bjarke Charlie Serritslev","Alternativet","Sydjyllands Storkreds","https://www.facebook.com/BjarkeCharlie","Bjarke Charlie Serritslev",474,127,"15-06-2015"
"Bjarne Andersen","Socialistisk Folkeparti","Østjyllands storkreds","https://www.facebook.com/favrskovifolketinget","Bjarne Andersen i Folketinget",435,104,"15-06-2015"
"Bjarne Corydon","Socialdemokratiet","Sydjyllands Storkreds","https://www.facebook.com/pages/Bjarne-Corydon/381757188518818","Bjarne Corydon",10166,1218,"15-06-2015"
"Bjarne Laustsen","Socialdemokratiet","Nordjyllands Storkreds","http://www.facebook.com/b.laustsen","Bjarne Laustsen",1365,676,"15-06-2015"
"Bjarne Lundgaard","Det Konservative Folkeparti","Østjyllands Storkreds","https://www.facebook.com/folketingskandidatbjarnelundgaard","Bjarne Lundgaard",94,109,"15-06-2015"
"Bjørn Bjerrehøj","Radikale Venstre","Fyns Storkreds","https://www.facebook.com/BjornBjerrehoj","Bj�rn Bjerreh�j",281,99,"15-06-2015"
"Bo Fink","Enhedslisten","Nordjylland","https://www.facebook.com/pages/Bo-Fink/1416187805353623","Bo Fink",60,45,"15-06-2015"
"Bo Ritterbusch","Liberal Alliance","Nordjyllands Storkreds","https://www.facebook.com/pages/Bo-Ritterbusch/147949771940746","Bo Ritterbusch",362,30,"15-06-2015"
"Bo Steen Mikkelsen","Alternativet","Københavns omegns Storkreds","https://www.facebook.com/bosteenalternativet","Bo Steen Mikkelsen",606,347,"15-06-2015"
"Bodil Kvistgaard Olsen","Enhedslisten","Østjyllands Storkreds","https://www.facebook.com/favrskovft15","Bodil Kvistgaard Olsen",105,34,"15-06-2015"
"Brian Mikkelsen","Det Konservative Folkeparti","Sjællands Storkreds","http://www.facebook.com/pages/Brian-Mikkelsen/113836012012239","Brian Mikkelsen",12199,3180,"15-06-2015"
"Brigitte Klintskov Jerkel","Det Konservative Folkeparti","Sjællands Storkreds","https://www.facebook.com/BrigitteKlintskovJerkel","Brigitte Klintskov Jerkel",2703,683,"15-06-2015"
"Britt Bager","Venstre","Østjyllands Storkreds","https://www.facebook.com/stembrittbager","Britt Bager",5245,1324,"15-06-2015"
"Camilla Hersom","Radikale Venstre","Fyns Storkreds","https://www.facebook.com/camillahersom","Camilla Hersom",2281,364,"15-06-2015"
"Camilla Kampmann","Radikale Venstre","Nordsjællands Storkreds","https://www.facebook.com/radikalecamillakampmann","Camilla Kampmann",266,134,"15-06-2015"
"Carl Beck","Liberal Alliance","Bornholms Storkreds","https://www.facebook.com/pages/Carl-Beck/413851185456518","Carl Beck",278,2,"15-06-2015"
"Carl Holst","Venstre","Sydjyllands Storkreds","https://www.facebook.com/carlholstvenstre","Carl Holst",5532,615,"15-06-2015"
"Carl Valentin","Socialistisk Folkeparti","Fyns storkreds","https://www.facebook.com/CarlValentinSF","Carl Valentin",3725,1805,"15-06-2015"
"Carolina Magdalene Maier","Alternativet","Københavns Storkreds","https://www.facebook.com/carolinamagdalene","Carolina Magdalene Maier",1242,546,"15-06-2015"
"Carsten Bach","Liberal Alliance","Østjyllands Storkreds","https://www.facebook.com/carstenbachifolketinget","Carsten Bach i Folketinget",297,109,"15-06-2015"
"Carsten Hansen","Socialdemokratiet","Fyns Storkreds","https://www.facebook.com/tillidogtryghed","Carsten Hansen",5384,687,"15-06-2015"
"Carsten Zacho","Liberal Alliance","Københavns Omegns Storkreds","https://www.facebook.com/carsten.m.zacho","Carsten Zacho",239,40,"15-06-2015"
"Casper Karup Hedegaard","Radikale Venstre","Østjyllands Storkreds","https://www.facebook.com/casperkarup","Casper Karup Hedegaard",419,55,"15-06-2015"
"Casper Strunge","Det Konservative Folkeparti","Københavns Omegns Storkreds","https://www.facebook.com/cstrunge","Casper Strunge",2640,411,"15-06-2015"
"Charlotte Rosenberg","Venstre","Vestjyllands Storkreds","https://www.facebook.com/pages/Charlotte-Rosenberg-Folketingskandidat-for-Venstre/1442954625922140","Charlotte Rosenberg Folketingskandidat for Venstre",216,44,"15-06-2015"
"Chresten Anker Nielsen","Socialdemokratiet","Fyns Storkreds","https://www.facebook.com/chresten.anker.nielsen","Chresten Anker Nielsen",120,34,"15-06-2015"
"Christen Sørensen","Socialdemokratiet","Østjyllands Storkreds","https://www.facebook.com/christensoerensen45","Christen S�rensen",341,170,"15-06-2015"
"Christian Langballe","Dansk Folkeparti","Vestjyllands Storkreds","https://www.facebook.com/christian.langballe.7","Christian Langballe",1857,688,"15-06-2015"
"Christian Poll","Alternativet","Nordsjællands Storkreds","https://www.facebook.com/christianpollalternativet","Christian Poll - Alternativet",776,325,"15-06-2015"
"Christian Rabjerg Madsen","Socialdemokratiet","Sydjyllands Storkreds","https://www.facebook.com/christian.rabjerg","Christian Rabjerg Madsen",2346,815,"15-06-2015"
"Christian Scharling","Radikale Venstre","Københavns Storkreds","https://www.facebook.com/followscharling","Christian Peter Schmidt-S�rensen Dragsdahl Scharling",1053,217,"15-06-2015"
"Christian Wedell-Neergaard","Det Konservative Folkeparti","Sjællands Storkreds","https://www.facebook.com/stemchristian","Christian Wedell-Neergaard politik",568,77,"15-06-2015"
"Christina Egelund","Liberal Alliance","Nordjyllands Storkreds","https://www.facebook.com/stemegelund","Christina Egelund",7330,2591,"15-06-2015"
"Christine Antorini","Socialdemokratiet","Nordsjællands Storkreds","http://www.facebook.com/antorini","Christine Antorini",20098,2364,"15-06-2015"
"Claus Hermansen","Liberal Alliance","Nordjyllands Storkreds","https://www.facebook.com/claus.hermansen.liberal","Claus Hermansen - Liberal Alliance",417,65,"15-06-2015"
"Claus Hjort Frederiksen","Venstre","Nordsjællands Storkreds","https://www.facebook.com/ClausHjortFrederiksen","Claus Hjort Frederiksen",2598,1166,"15-06-2015"
"Claus Kvist Hansen","Dansk Folkeparti","Østjyllands Storkreds","https://www.facebook.com/pages/Politiker-Claus-Kvist-Hansen-Dansk-Folkeparti/1413222358940007","Politiker Claus Kvist Hansen - Dansk Folkeparti",185,91,"15-06-2015"
"Colette Brix","Venstre","Københavns Storkreds","https://www.facebook.com/colettebrix","Colette Brix",116,40,"15-06-2015"
"Cæcilie Lyndgaard Andersen","Enhedslisten","Nordjyllands Storkreds","https://www.facebook.com/pages/C%C3%A6cilie-Lyndgaard-Andersen/220075434841151","C�cilie Lyndgaard Andersen",403,15,"15-06-2015"
"Dan Arnløv Jørgensen","Det Konservative Folkeparti","Sydjyllands Storkreds","https://www.facebook.com/StemDanArnloev","Dan Arnl�v",1153,172,"15-06-2015"
"Dan Jørgensen","Socialdemokratiet","Fyns Storkreds","https://www.facebook.com/danjorgensen","Dan J�rgensen",55182,26360,"15-06-2015"
"Daniel Nyboe Andersen","Radikale Venstre","Nordjyllands Storkreds","https://www.facebook.com/danielnyboeandersen","Daniel Nyboe Andersen",1851,272,"15-06-2015"
"Daniel Rugholm","Det Konservative Folkeparti","Nordjyllands Storkreds","https://www.facebook.com/rugholm","Daniel Rugholm",5857,2847,"15-06-2015"
"Daniel Toft Jakobsen","Socialdemokratiet","Østjyllands Storkreds","https://www.facebook.com/danieltoftjakobsen","Daniel Toft Jakobsen",1009,189,"15-06-2015"
"Danny Knudsen Malkowski","Liberal Alliance","Københavns Storkreds","https://www.facebook.com/dannykmalkowski","Danny K. Malkowski",2009,1223,"15-06-2015"
"Dennis Flydtkjær","Dansk Folkeparti","Vestjyllands Storkreds","https://www.facebook.com/DennisFlydtkjaer","Dennis Flydtkj�r",2700,2893,"15-06-2015"
